Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
174788_63978,Asscher,0.71,F,VVS2,GIA,Excellent,None,,71.2,63.0,Very Thick to Very Thick,Very Good,Very Good,4.92 x 4.79 x 3.41 mm,5164
27180_29708,Asscher,1.2,G,VVS2,GIA,Excellent,None,None Pointed,68.4,63.0,Medium to Slightly Thick,Excellent,Very Good,5.86 x 5.78 x 3.95 mm,12107
BS-8693_68771,Asscher,1.2,K,VVS2,GIA,Excellent,None,,77.5,63.0,Thick to Very Thick,Very Good,Very Good,5.62 x 5.60 x 4.34 mm,4685
BN375-51_13198,Asscher,0.93,H,VVS1,GIA,Excellent,None,,67.6,65.0,Thick to Very Thick,Excellent,Excellent,5.34 x 5.26 x 3.56 mm,6423
63505_32541,Asscher,0.7,E,VS2,GIA,Excellent,Medium,,70.3,65.0,Thick to Very Thick,Excellent,Excellent,4.84 x 4.71 x 3.32 mm,3042
63434_32541,Asscher,0.5,E,VS1,GIA,Excellent,Medium,,72.1,65.0,Thick to Very Thick,Excellent,Very Good,4.17 x 4.14 x 2.98 mm,1782
27447_29708,Asscher,0.52,E,VVS2,GIA,Excellent,None,None Pointed,67.1,64.0,Slightly Thick to Slightly Thick,Excellent,Very Good,4.40 x 4.37 x 2.93 mm,2039
KGM1830_116297,Asscher,0.8,I,VS2,GIA,Excellent,None,,68.6,64.0,Slightly Thick to Thick,Excellent,Very Good,5.08 x 4.94 x 3.39 mm,2986
BN285-4_13198,Asscher,0.85,I,VVS1,GIA,Excellent,None,,66.0,61.0,Thick to Thick,Excellent,Excellent,5.40 x 5.27 x 3.48 mm,4071
D322A18_27853,Asscher,1.55,H,VS1,EGL,Excellent,Faint,,69.9,67.0,,Excellent,Excellent,6.29 x 6.02 x 4.21 mm,13364
RM1851_67694,Asscher,1.2,E,VS2,GIA,Excellent,None,None Pointed,67.2,63.0,Slightly Thick to Thick,Excellent,Very Good,5.84 x 5.75 x 3.87 mm,13187
BN369-8_13198,Asscher,1.58,J,VVS2,GIA,Excellent,None,,64.8,65.0,Slightly Thick to Slightly Thick,Excellent,Excellent,6.55 x 6.47 x 4.20 mm,13983
BN-3352_68771,Asscher,1.0,I,VS2,IGI,Excellent,None,,73.4,66.0,Thick to Very Thick,Very Good,Good,5.35 x 5.26 x 3.86 mm,4841
174704_63978,Asscher,0.81,E,VVS2,GIA,Excellent,None,,68.9,67.0,Very Thick to Very Thick,Good,Good,5.14 x 5.02 x 3.46 mm,6135
322A18_27853,Asscher,1.55,H,VVS1,EGL,Excellent,Medium,,69.9,68.0,Medium to Slightly Thick,Excellent,Excellent,6.28 x 6.02 x 4.21 mm,13406
R21S760_68119,Asscher,0.95,G,VS1,GIA,Excellent,None,,66.2,70.0,Very Thick to Extr. Thick,Excellent,Very Good,5.51 x 5.34 x 3.54 mm,7132
23625_66819,Asscher,1.5,H,SI2,EGL,Excellent,None,,67.7,68.0,,Excellent,Excellent,6.36 x 6.22 x 4.21 mm,8577
BI70-95_13198,Asscher,0.62,J,VS1,GIA,Excellent,None,,69.0,64.0,Slightly Thick to Thick,Excellent,Excellent,4.62 x 4.58 x 3.16 mm,1838
210053_116297,Asscher,1.01,G,SI1,GIA,Excellent,None,,67.1,63.0,Thick to Very Thick,Excellent,Excellent,5.67 x 5.47 x 3.67 mm,5069
19837_29708,Asscher,1.2,E,VS1,GIA,Excellent,None,None Pointed,67.2,64.0,Thick to Thick,Excellent,Excellent,5.81 x 5.79 x 3.89 mm,13266
224-41_80926,Asscher,1.71,J,VS2,GIA,Excellent,Faint,,69.2,62.0,Very Thick to Very Thick,Excellent,Excellent,6.52 x 6.38 x 4.42 mm,14569
BG953-21_13198,Asscher,1.01,I,SI1,GIA,Excellent,None,,65.4,65.0,Thick to Thick,Very Good,Very Good,5.55 x 5.53 x 3.62 mm,6272
T205-9_13198,Asscher,1.02,D,VS2,GIA,Excellent,Faint,,68.1,63.0,Thick to Very Thick,Excellent,Very Good,5.53 x 5.52 x 3.76 mm,10257
101SEGSI2_18816,Asscher,1.01,G,SI2,EGL,Excellent,None,,69.0,63.0,Slightly Thick to Slightly Thick,Very Good,Good,5.45 x 5.42 x 3.74 mm,5899
ASH18_19133,Asscher,1.3,I,VVS1,EGL,Excellent,None,,72.8,58.0,Medium to Medium,Good,Very Good,5.91 x 5.88 x 4.28 mm,7433
R21S2663_68119,Asscher,1.05,J,VS1,GIA,Excellent,None,,61.9,67.0,Slightly Thick to Thick,Good,Very Good,5.91 x 5.87 x 3.63 mm,6368
10068_2580,Asscher,1.01,D,VS1,GIA,Excellent,None,,65.3,64.0,Thick to Very Thick,Excellent,Excellent,5.66 x 5.60 x 3.66 mm,14165
BM13-39_13198,Asscher,0.73,D,VVS1,GIA,Excellent,Faint,,66.9,61.0,Slightly Thick to Thick,Very Good,Very Good,4.96 x 4.90 x 3.28 mm,5876
R46-1_13198,Asscher,1.0,I,VVS1,GIA,Excellent,None,,69.6,68.0,Slightly Thick to Very Thick,Excellent,Excellent,5.52 x 5.51 x 3.83 mm,7508
MG1-21_111651,Asscher,1.05,F,VS2,GIA,Excellent,None,,64.6,69.0,Slightly Thick to Thick,Excellent,Very Good,5.78 x 5.77 x 3.73 mm,9715
E7194_12098,Asscher,1.02,H,VVS1,GIA,Excellent,None,,69.0,59.0,Thick to Thick,Excellent,Excellent,5.60 x 5.55 x 3.83 mm,8331
63667_32541,Asscher,0.9,F,VS2,GIA,Excellent,Faint,,71.3,64.0,Slightly Thick to Thick,Excellent,Very Good,5.18 x 5.02 x 3.58 mm,4779
25797_29708,Asscher,0.9,F,VS1,GIA,Excellent,None,None Pointed,65.2,66.0,Very Thick to Very Thick,Excellent,Very Good,5.32 x 5.23 x 3.41 mm,6259
KGM1829_116297,Asscher,0.81,H,VS1,GIA,Excellent,None,,68.1,62.0,Medium to Slightly Thick,Excellent,Excellent,5.19 x 5.06 x 3.45 mm,3796
O760_13198,Asscher,1.01,D,VS1,GIA,Excellent,Medium,,68.5,63.0,Thick to Very Thick,Excellent,Excellent,5.52 x 5.47 x 3.75 mm,10625
21814_29708,Asscher,0.91,E,VS2,GIA,Excellent,Faint,None Pointed,71.0,63.0,Thick to Very Thick,Very Good,Very Good,5.19 x 5.13 x 3.64 mm,6003
Y48-7_220,Asscher,1.13,I,VS1,GIA,Good,None,None,63.6,64.0,Thick to Very Thick,Very Good,Very Good,6.13 x 5.85 x 3.72 mm,8917
101D0912_98272,Asscher,1.01,E,VS2,GIA,Excellent,None,,72.4,60.0,Slightly Thick to Thick,Excellent,Very Good,5.54 x 5.36 x 3.88 mm,9749
BT75491_23617,Asscher,1.01,E,VVS2,GIA,Excellent,Medium,,69.6,58.0,Medium to Medium,Very Good,Very Good,5.72 x 5.59 x 3.89 mm,10494
DGD1021114_27853,Asscher,0.7,F,VS1,GIA,Excellent,Medium,,65.5,68.0,Medium to Slightly Thick,Very Good,Good,5.14 x 5.09 x 3.33 mm,3784
DD8252_32185,Asscher,0.9,D,SI2,EGL,Excellent,None,,72.3,66.0,Medium to Slightly Thick,Excellent,Very Good,5.19 x 5.19 x 3.75 mm,3919
27957_29708,Asscher,0.7,F,VS1,GIA,Excellent,None,None Pointed,66.2,64.0,Slightly Thick to Thick,Excellent,Very Good,4.90 x 4.85 x 3.21 mm,3109
25788_29708,Asscher,0.9,G,VS1,GIA,Excellent,None,None Pointed,68.3,65.0,Thick to Very Thick,Excellent,Very Good,5.35 x 5.21 x 3.56 mm,6024
50578_118100,Asscher,0.4,D,VS2,GIA,Excellent,None,,63.3,76.0,Extr. Thin to Slightly Thick,Good,Good,4.39 x 4.22 x 2.67 mm,1722
2346563_486,Asscher,0.32,D,VS1,GIA,Fair,None,,64.0,67.0,Medium to Slightly Thick,Excellent,Very Good,3.89 x 3.78 x 2.42 mm,1272
71397_19234,Asscher,1.5,K,VS1,GIA,Excellent,None,,67.6,64.0,Thick to Thick,Excellent,Excellent,6.27 x 6.23 x 4.21 mm,10211
AJR-06005_61524,Asscher,0.5,E,VS2,GIA,Excellent,None,,67.4,64.0,Thick to Very Thick,Excellent,Very Good,4.46 x 4.33 x 2.92 mm,2607
D921A3_27853,Asscher,1.2,H,VS1,EGL,Excellent,,,70.5,66.0,,Excellent,Excellent,5.68 x 5.52 x 3.89 mm,7187
210165_116297,Asscher,0.51,H,VS2,GIA,Excellent,None,,69.6,68.0,Thick to Very Thick,Excellent,Excellent,4.35 x 4.30 x 2.99 mm,1281
ASH-5819_30838,Asscher,1.03,H,SI2,GIA,Excellent,None,,68.7,66.0,Thick to Very Thick,Excellent,Good,5.45 x 5.36 x 3.68 mm,5477
63551_32541,Asscher,0.9,G,VS2,GIA,Excellent,Faint,,69.0,64.0,Slightly Thick to Thick,Excellent,Very Good,5.27 x 5.18 x 3.57 mm,4151
ID-825_45495,Asscher,1.12,F,VS2,EGL,Excellent,None,,66.0,76.0,Medium to Medium,Excellent,Excellent,5.92 x 5.88 x 3.88 mm,8844
SE1820_66507,Asscher,1.08,H,VVS1,GIA,Excellent,None,,76.6,66.0,Slightly Thick to Slightly Thick,Very Good,Very Good,5.60 x 5.51 x 4.22 mm,7423
A59634-GCX_8868,Asscher,1.0,G,SI2,GIA,Fair,Strong,None,65.4,60.0,Medium to Thick,Excellent,Fair,5.33 x 5.57 x 3.49 mm,3380
BN293-44_13198,Asscher,0.71,D,SI1,GIA,Excellent,None,,68.0,62.0,Slightly Thick to Thick,Very Good,Very Good,4.88 x 4.88 x 3.32 mm,3473
SV20501_8231,Asscher,1.01,F,VVS1,GIA,Fair,None,None,65.5,63.0,Slightly Thick to Thick,Excellent,Excellent,5.65 x 5.63 x 3.69 mm,8678
BN293-39_13198,Asscher,0.7,F,VS2,GIA,Excellent,None,,67.3,63.0,Thick to Very Thick,Very Good,Very Good,4.86 x 4.84 x 3.26 mm,3694
BL50-12_13198,Asscher,0.76,D,VVS1,GIA,Excellent,None,,59.0,67.0,Thin to Slightly Thick,Very Good,Very Good,5.45 x 5.38 x 3.18 mm,5935
8421_84320,Asscher,1.7,J,VVS2,GIA,Excellent,Medium,,69.1,64.0,Thick to Thick,Excellent,Excellent,6.48 x 6.47 x 4.47 mm,14510
25756_29708,Asscher,0.76,I,VVS2,GIA,Excellent,Faint,None Pointed,69.5,64.0,Thick to Thick,Excellent,Very Good,4.96 x 4.92 x 3.42 mm,3548
ASH40_19133,Asscher,1.31,H,VVS2,GIA,Excellent,Medium,,69.6,67.0,Very Thick to Very Thick,Excellent,Very Good,5.87 x 5.69 x 3.96 mm,12175
21099_29708,Asscher,0.92,E,VS1,GIA,Excellent,Faint,None Pointed,70.4,62.0,Thick to Very Thick,Very Good,Excellent,5.23 x 5.15 x 3.63 mm,5953
BM28-10_13198,Asscher,1.02,J,VS1,GIA,Excellent,None,,68.8,59.0,Slightly Thick to Thick,Excellent,Excellent,5.54 x 5.52 x 3.80 mm,6250
AC-BUS_36815,Asscher,1.02,H,VS1,EGL,Excellent,None,,68.3,68.0,,Excellent,Excellent,5.59 x 5.45 x 3.72 mm,6017
BN293-37_13198,Asscher,0.72,H,VS1,GIA,Excellent,None,,67.9,65.0,Slightly Thick to Thick,Very Good,Very Good,4.87 x 4.82 x 3.27 mm,3522
10484_75565,Asscher,1.46,J,VS2,EGL,Excellent,None,,61.5,64.0,Medium to Slightly Thick,Good,Good,6.67 x 6.59 x 4.05 mm,9693
R19901_116297,Asscher,1.0,E,SI2,GIA,Excellent,None,,69.7,66.0,Thick to Very Thick,Excellent,Excellent,5.48 x 5.36 x 3.73 mm,5255
BS-8744_68771,Asscher,0.92,F,VS1,GIA,Excellent,Strong,,69.0,61.0,Slightly Thick to Very Thick,Very Good,Good,5.35 x 5.11 x 3.53 mm,4341
PK2122-306_54505,Asscher,1.16,J,SI2,GIA,Fair,None,NONE,66.6,60.0,Thin to Medium,Very Good,Very Good,5.99x5.78x3.84 mm,5015
174787_63978,Asscher,0.72,F,VVS2,GIA,Excellent,Medium,,69.7,66.0,Slightly Thick to Thick,Very Good,Very Good,4.90 x 4.89 x 3.41 mm,5237
D222A5_27853,Asscher,1.01,G,VS1,EGL,Excellent,Faint,,66.4,66.0,,Excellent,Excellent,5.45 x 5.33 x 3.54 mm,7008
ADC-25901_61524,Asscher,1.05,G,SI2,EGL,Good,None,,70.8,66.0,Medium to Medium,Excellent,Excellent,5.58 x 5.55 x 3.93 mm,4631
L/KD43-10-50_14255,Asscher,1.02,E,SI1,GIA,Excellent,None,,68.8,52.0,Extr. Thin to Thick,Good,Good,5.84 x 5.74 x 3.95 mm,8219
T404-4_13198,Asscher,1.18,I,VS1,GIA,Excellent,None,,68.4,63.0,Thick to Thick,Excellent,Excellent,5.83 x 5.80 x 3.97 mm,8691
RM1885_67694,Asscher,0.7,G,VS1,GIA,Excellent,None,None Pointed,63.6,63.0,Medium to Slightly Thick,Excellent,Very Good,5.18 x 5.05 x 3.21 mm,4668
A485-7_13198,Asscher,1.05,J,VS1,GIA,Excellent,None,,65.2,67.0,Slightly Thick to Thick,Good,Very Good,5.83 x 5.82 x 3.79 mm,6549
D322A19_27853,Asscher,1.5,I,VS1,EGL,Excellent,None,,70.4,64.0,,Excellent,Excellent,6.10 x 6.08 x 4.28 mm,11025
BN369-7_13198,Asscher,1.5,J,VVS1,GIA,Excellent,Faint,,66.5,68.0,Slightly Thick to Thick,Excellent,Excellent,6.41 x 6.40 x 4.26 mm,13662
922122_27853,Asscher,1.5,J,VS2,EGL,Excellent,Faint,,64.8,70.0,Thin to Medium,Excellent,Excellent,6.55 x 6.33 x 4.10 mm,8033
R116-3A_13198,Asscher,1.04,I,VVS1,GIA,Excellent,None,,68.7,62.0,Thick to Very Thick,Excellent,Very Good,5.65 x 5.37 x 3.69 mm,8649
BN227-5_13198,Asscher,1.55,K,VS1,GIA,Excellent,None,,65.7,67.0,Slightly Thick to Slightly Thick,Excellent,Excellent,6.43 x 6.43 x 4.22 mm,10600
S6950_77451,Asscher,0.74,E,VVS2,GIA,Excellent,Faint,,64.0,70.0,Medium to Medium,Good,Very Good,5.14 x 5.10 x 3.27 mm,5079
25726_29708,Asscher,0.56,H,VS1,GIA,Excellent,None,None Pointed,68.1,63.0,Thick to Very Thick,Excellent,Excellent,4.51 x 4.42 x 3.01 mm,1903
Y819-2_220,Asscher,1.02,I,VS2,GIA,Fair,None,None,61.2,67.0,,Excellent,Very Good,5.84 x 5.82 x 3.56 mm,7473
A59634-GCX_NVD,Asscher,1.0,G,SI2,GIA,Fair,Strong,NON,65.4,60.0,THK - MED to THK - MED,Excellent,Fair,5.57x5.33x3.49 mm,3956
BM28-9_13198,Asscher,1.05,J,IF,GIA,Excellent,None,,67.0,64.0,Medium to Slightly Thick,Excellent,Excellent,5.64 x 5.60 x 3.75 mm,6861
PNE-572_20841,Asscher,1.0,G,VS1,GIA,Excellent,None,,69.2,57.0,Thick to Very Thick,Good,Good,5.66 x 5.57 x 3.85 mm,10830
BG871-6_13198,Asscher,1.02,K,VVS1,GIA,Excellent,Faint,,65.0,68.0,Medium to Slightly Thick,Excellent,Excellent,5.75 x 5.50 x 3.58 mm,5750
BN-5936_68771,Asscher,0.81,J,VS1,IGI,Very Good,None,,65.5,71.0,Medium to Medium,Very Good,Good,5.45 x 5.25 x 3.44 mm,2259
BN248-62_13198,Asscher,0.5,F,VVS1,GIA,Excellent,None,,69.5,64.0,Medium to Thick,Excellent,Very Good,4.31 x 4.29 x 2.98 mm,2210
BN293-28_13198,Asscher,0.7,H,VVS1,GIA,Excellent,None,,67.7,65.0,Thick to Thick,Excellent,Excellent,4.89 x 4.87 x 3.30 mm,3875
D62213_27853,Asscher,1.0,G,VVS2,EGL,Excellent,Faint,,69.0,65.0,,Excellent,Excellent,5.39 x 5.36 x 3.70 mm,6548
BN375-46_13198,Asscher,0.81,F,VS1,GIA,Excellent,None,,67.4,66.0,Thick to Very Thick,Excellent,Very Good,5.15 x 5.14 x 3.46 mm,4927
21340_846,Asscher,1.01,J,VS1,GIA,Fair,Faint,Small,67.0,59.0,Slightly Thick to Thick,Very Good,Very Good,5.75 x 5.46 x 3.66 mm,5369
4245_50227,Asscher,1.01,G,IF,GIA,Excellent,None,,65.1,63.0,Medium to Slightly Thick,Excellent,Very Good,5.66 x 5.63 x 3.67 mm,11037
BN293-41_13198,Asscher,0.72,G,VS2,GIA,Excellent,Faint,,67.3,63.0,Slightly Thick to Thick,Excellent,Excellent,4.95 x 4.87 x 3.28 mm,3640
S-201_31009,Asscher,0.55,I,VVS2,GIA,Excellent,Medium,,68.6,58.0,Medium to Medium,Excellent,Good,4.57 x 4.56 x 3.13 mm,2058
63728_32541,Asscher,1.01,D,VS2,GIA,Excellent,Faint,,71.8,66.0,Thick to Thick,Very Good,Very Good,5.38 x 5.19 x 3.73 mm,6721
A820-3_13198,Asscher,0.7,E,VS2,GIA,Excellent,None,,67.8,57.0,Thick to Thick,Very Good,Very Good,5.14 x 4.92 x 3.34 mm,4262
W764-5_220,Asscher,1.01,G,VVS2,GIA,Fair,None,None,66.6,64.0,Slightly Thick to Thick,Excellent,Very Good,5.58 x 5.53 x 3.68 mm,10038
BN293-17_13198,Asscher,0.5,I,VS1,GIA,Excellent,None,,68.0,64.0,Thick to Very Thick,Very Good,Very Good,4.33 x 4.28 x 2.91 mm,1666
62850_32541,Asscher,0.7,D,VS1,GIA,Excellent,Medium,,67.3,64.0,Thick to Very Thick,Excellent,Very Good,4.85 x 4.73 x 3.18 mm,3229
R21S1637_68119,Asscher,1.04,H,VS1,GIA,Excellent,Faint,,67.0,69.0,Very Thick to Very Thick,Very Good,Very Good,5.62 x 5.53 x 3.71 mm,9009
DDM105AV_12098,Asscher,0.87,F,VS2,GIA,Excellent,None,,68.7,59.0,Slightly Thick to Thick,Excellent,Very Good,5.39 x 5.33 x 3.66 mm,7161
AJR-06048_61524,Asscher,0.51,E,VS2,GIA,Excellent,None,,67.5,67.0,Thick to Very Thick,Excellent,Very Good,4.44 x 4.38 x 2.96 mm,2659
AJR-06252_61524,Asscher,0.51,D,VS2,GIA,Excellent,None,,68.4,62.0,Thick to Very Thick,Excellent,Very Good,4.34 x 4.33 x 2.96 mm,2834
BF574-36_220,Asscher,0.81,J,VS1,GIA,Very Good,Medium,None,63.1,54.0,Thin to Extremely Thick,Excellent,Good,5.43 x 5.22 x 3.29 mm,3163
BN-5353_68771,Asscher,0.9,I,VVS2,IGI,Very Good,VSL,,72.1,61.0,Slightly Thick to Thick,Very Good,Good,5.09 x 5.06 x 3.65 mm,3398
BG676_13198,Asscher,1.01,D,VVS1,GIA,Excellent,Faint,,68.5,62.0,Thick to Very Thick,Very Good,Excellent,5.60 x 5.48 x 3.75 mm,12999
121A0308_98272,Asscher,1.21,K,VVS1,GIA,Excellent,None,,67.9,63.0,Thick to Thick,Excellent,Excellent,5.98 x 5.85 x 3.97 mm,6436
25793_29708,Asscher,0.91,F,VS1,GIA,Excellent,None,None Pointed,68.1,65.0,Thick to Very Thick,Excellent,Very Good,5.33 x 5.20 x 3.54 mm,6328
EPI4186305Y_13663,Asscher,0.7,G,SI1,GIA,Excellent,None,,68.6,64.0,Thick to Very Thick,Very Good,Very Good,4.83 x 4.68 x 3.21 mm,3124
GD622A5_27853,Asscher,1.01,J,VS1,GIA,Excellent,None,,71.9,64.0,Very Thick to Very Thick,Very Good,Very Good,5.38 x 5.24 x 3.76 mm,5915
1404_53087,Asscher,1.04,J,VVS2,GIA,Excellent,None,,68.7,59.0,Slightly Thick to Slightly Thick,Very Good,Good,5.65 x 5.56 x 3.82 mm,7148
Z995-2_13198,Asscher,1.11,K,VVS2,GIA,Excellent,None,,68.6,69.0,Very Thick to Very Thick,Excellent,Very Good,5.58 x 5.55 x 3.80 mm,5501
BN314-11_13198,Asscher,1.2,J,VS1,GIA,Excellent,None,,61.7,69.0,Slightly Thick to Thick,Very Good,Very Good,6.16 x 6.11 x 3.77 mm,7277
27428_29708,Asscher,0.91,F,VVS2,GIA,Excellent,None,None Pointed,68.0,64.0,Thick to Very Thick,Excellent,Very Good,5.29 x 5.21 x 3.54 mm,6306
PK2122-295_54505,Asscher,1.01,I,IF,GIA,Fair,None,NONE,66.9,62.0,Slightly Thick to Thick,Excellent,Excellent,5.58x5.55x3.71 mm,8358
10181_75565,Asscher,0.9,E,SI2,GIA,Excellent,None,,73.3,58.0,Medium to Slightly Thick,Good,Good,5.44 x 5.20 x 3.81 mm,5937
T016174_35190,Asscher,1.04,G,VVS1,GIA,Excellent,None,,63.1,81.0,Thin to Thin,Good,Good,6.02 x 5.77 x 3.64 mm,10737
R21S527_68119,Asscher,1.08,K,VS2,GIA,Excellent,None,,65.6,67.0,Very Thick to Very Thick,Good,Good,5.80 x 5.66 x 3.71 mm,5028
27963_29708,Asscher,0.9,H,VS1,GIA,Excellent,None,None Pointed,67.6,64.0,Slightly Thick to Thick,Excellent,Excellent,5.37 x 5.28 x 3.57 mm,5376
T205-10_13198,Asscher,1.03,G,SI1,GIA,Excellent,None,,67.4,69.0,Thick to Very Thick,Very Good,Good,5.56 x 5.50 x 3.71 mm,7954
A8827_66312,Asscher,1.12,H,SI1,GIA,Excellent,None,,68.9,65.0,Slightly Thick to Thick,Very Good,Good,5.99 x 5.69 x 3.92 mm,8224
BN375-62_13198,Asscher,0.93,I,VS1,GIA,Excellent,Faint,,67.2,64.0,Slightly Thick to Thick,Excellent,Excellent,5.33 x 5.32 x 3.57 mm,5153
208489_116297,Asscher,1.5,H,SI2,GIA,Excellent,None,,71.7,65.0,Very Thick to Very Thick,Excellent,Excellent,6.10 x 6.10 x 4.38 mm,10886
25799_29708,Asscher,0.95,E,VS2,GIA,Excellent,None,None Pointed,69.7,64.0,Thick to Very Thick,Excellent,Very Good,5.36 x 5.26 x 3.67 mm,6772
4178_50227,Asscher,1.05,G,VVS2,GIA,Excellent,None,,63.9,62.0,Medium to Slightly Thick,Excellent,Excellent,5.86 x 5.77 x 3.69 mm,9556
BG953-13_13198,Asscher,0.82,E,VS1,GIA,Excellent,None,,68.8,64.0,Thick to Thick,Excellent,Very Good,5.08 x 5.07 x 3.49 mm,5787
BJ-46_13198,Asscher,1.01,J,VS1,GIA,Excellent,None,,62.3,64.0,Slightly Thick to Slightly Thick,Excellent,Excellent,5.67 x 5.58 x 3.48 mm,6371
17589_29708,Asscher,0.9,H,VVS2,GIA,Excellent,None,None Pointed,68.3,63.0,Thick to Thick,Excellent,Very Good,5.38 x 5.27 x 3.60 mm,5724
BN371-26_13198,Asscher,0.92,I,VS2,GIA,Excellent,None,,67.3,64.0,Slightly Thick to Thick,Very Good,Excellent,5.30 x 5.26 x 3.54 mm,4651
24546_29708,Asscher,1.2,J,VS1,GIA,Excellent,None,None Pointed,69.2,63.0,Thick to Very Thick,Excellent,Very Good,5.83 x 5.74 x 3.97 mm,7265
BN-2031_68771,Asscher,1.42,I,VS2,IGI,Very Good,None,,69.3,59.0,Slightly Thick to Thick,Very Good,Very Good,6.01 x 5.92 x 4.10 mm,9138
BN-5467_68771,Asscher,0.91,H,VS2,IGI,Excellent,VSL,,72.0,63.0,Thick to Thick,Very Good,Good,5.04 x 5.04 x 3.63 mm,3954
VV213_45,Asscher,0.74,E,VVS2,GIA,Fair,Medium,Medium,65.6,56.0,Medium to Slightly Thick,Very Good,Very Good,5.18 x 5.02 x 3.29 mm,4366
19425_29708,Asscher,1.2,E,VS1,GIA,Excellent,None,None Pointed,68.7,64.0,Thick to Very Thick,Excellent,Very Good,5.79 x 5.79 x 3.97 mm,13266
41139_5402,Asscher,0.96,D,VVS1,GIA,Excellent,Medium,,69.0,66.0,Slightly Thick to Very Thick,Very Good,Very Good,5.36 x 5.35 x 3.69 mm,10103
T-079_29424,Asscher,1.02,F,I1,GIA,Excellent,Faint,,71.7,59.0,Thick to Thick,Very Good,Very Good,5.51 x 5.41 x 3.88 mm,5767
17478TI_66819,Asscher,1.01,I,VS1,EGL,Excellent,Faint,,71.5,69.0,,Excellent,Very Good,5.50 x 5.23 x 3.74 mm,3969
A529-42_220,Asscher,1.02,D,SI1,GIA,Fair,None,None,62.5,67.0,Slightly Thick to Thick,Very Good,Very Good,5.74 x 5.74 x 3.59 mm,8984
Z375-3_13198,Asscher,1.05,E,SI1,GIA,Excellent,None,,68.4,60.0,Slightly Thick to Thick,Excellent,Excellent,5.61 x 5.55 x 3.79 mm,8669
205118_116297,Asscher,0.94,J,VVS2,GIA,Excellent,None,,67.9,67.0,Very Thick to Very Thick,Excellent,Excellent,5.27 x 5.27 x 3.58 mm,3701
22938_29708,Asscher,1.01,J,VVS2,GIA,Excellent,Faint,None Pointed,69.6,63.0,Slightly Thick to Thick,Excellent,Very Good,5.52 x 5.46 x 3.80 mm,5228
F22-19_43714,Asscher,1.22,F,SI1,GIA,Excellent,None,,69.6,64.0,Extr. Thin to Very Thick,Very Good,Good,5.78 x 5.77 x 4.02 mm,8952
63467_32541,Asscher,0.61,D,VVS2,GIA,Excellent,Medium,,69.9,62.0,Medium to Thick,Excellent,Very Good,4.57 x 4.47 x 3.13 mm,2262
24253_66819,Asscher,0.51,G,VS2,EGL,Excellent,Faint,,72.1,66.0,Thick to Thick,Excellent,Very Good,4.17 x 4.16 x 3.00 mm,1359
AS19779_11811,Asscher,1.01,E,VVS2,GIA,Excellent,None,,68.8,67.0,Slightly Thick to Thick,Good,Very Good,5.46 x 5.45 x 3.75 mm,9166
BS-6224_68771,Asscher,0.92,H,SI1,GIA,Excellent,None,,69.6,59.0,Thick to Very Thick,Very Good,Very Good,5.38 x 5.14 x 3.58 mm,4387
SE1824_66507,Asscher,1.0,F,VVS2,GIA,Excellent,None,,70.2,60.0,Slightly Thick to Thick,Very Good,Very Good,5.60 x 5.48 x 3.85 mm,8316
161202_19235,Asscher,1.17,I,VVS2,GIA,Excellent,None,,68.5,64.0,Medium to Slightly Thick,Very Good,Very Good,5.94 x 5.84 x 4.00 mm,7690
BN375-52_13198,Asscher,0.91,E,VVS2,GIA,Excellent,None,,67.4,64.0,Thick to Very Thick,Excellent,Very Good,5.30 x 5.20 x 3.51 mm,7095
SD5084_56539,Asscher,1.11,E,VS2,GIA,Excellent,Faint,,77.9,71.0,Extr. Thick to Extr. Thick,Excellent,Very Good,5.41 x 5.23 x 4.07 mm,12304
14974_29708,Asscher,1.2,J,VS1,GIA,Excellent,None,None Pointed,68.6,63.0,Slightly Thick to Thick,Excellent,Very Good,5.89 x 5.79 x 3.97 mm,7461
BF617-9_220,Asscher,1.01,J,VS1,GIA,Fair,None,None,64.1,66.0,,Excellent,Very Good,5.57 x 5.51 x 3.53 mm,5825
BS-8758_68771,Asscher,0.9,J,VS2,GIA,Excellent,None,,73.7,64.0,Medium to Thick,Very Good,Good,5.06 x 5.01 x 3.69 mm,3707
62750_32541,Asscher,1.01,D,SI1,GIA,Excellent,None,,72.9,60.0,Thick to Very Thick,Excellent,Excellent,5.34 x 5.11 x 3.72 mm,6339
S-1052612_6744,Asscher,1.0,G,VS2,GIA,Excellent,,,64.8,65.0,,Excellent,Very Good,,9395
BM28-8_13198,Asscher,1.02,K,SI1,GIA,Excellent,None,,67.8,61.0,Medium to Slightly Thick,Very Good,Very Good,5.55 x 5.50 x 3.73 mm,4229
ASH70_19133,Asscher,1.01,F,VS2,EGL,Excellent,None,,81.2,58.0,Slightly Thick to Thick,Excellent,Very Good,5.36 x 5.11 x 4.15 mm,7074
BN-5934_68771,Asscher,0.8,H,VS1,IGI,Very Good,None,,76.9,63.0,Slightly Thick to Slightly Thick,Very Good,Good,4.87 x 4.84 x 3.72 mm,2935
